"created_at","is_retweet","screen_name","tw_id","url","user_favourites_count","user_followers_count","user_friends_count","user_listed_count","user_statuses_count"
"2015-12-10 13:13:55",1,"Natali373",674894805802053632,"http://www.forbes.ru/forbeslife-photogallery/dosug/307825-15-del-kotorye-nuzhno-uspet-sdelat-do-kontsa-2015-goda/photo/1",573,311,65,13,28821
"2015-12-10 13:13:55",1,"badass_jesus",674894808033452032,"http://lenta.ru/news/2015/12/10/mixico/",214,20,94,0,138
"2015-12-10 13:13:56",1,"Natalya_She",674894809987969024,"https://twitter.com/rianru/status/674891397216919552",676,326,216,5,113763
"2015-12-10 13:13:58",1,"sergdudnakoff",674894820486348800,"http://lifenews.ru/news/174420",731,1073,1655,20,30785
"2015-12-10 13:14:00",0,"HelenkaZazyla",674894829462159360,"http://lifenews.ru/news/174420",82,570,249,15,89739
"2015-12-10 13:14:01",1,"Igor65In",674894832112922624,"http://ria.ru/syria_chronicle/20151210/1339533371.html",58,20,1,0,314
"2015-12-10 13:14:03",1,"Petrichkovich_A",674894841382363137,"http://lifenews.ru/news/174420",413,96,139,1,4033
"2015-12-10 13:14:04",0,"tatianavovo",674894844536430592,"https://twitter.com/vesti_news/status/674893913480667137",169,255,284,61,22954
"2015-12-10 13:14:06",0,"lifenews_ru",674894851796836352,"http://lifenews.ru/news/174427",336,537917,12,3128,89881
"2015-12-10 13:14:06",0,"noizeof",674894853864558592,"https://slon.ru/posts/61052",71,519,874,12,12386
"2015-12-10 13:14:06",1,"Inko3Kuzmina",674894854699294720,"https://meduza.io/news/2015/12/10/tsru-predupredilo-turtsiyu-o-vozmozhnyh-teraktah-protiv-rossiyskih-turistov",117,78,50,3,12538
"2015-12-10 13:14:08",0,"Kvilesse_Irina",674894860969709568,"http://www.vesti.ru/doc.html?id=2696612",520,16,14,3,469
"2015-12-10 13:14:08",1,"shahmeyn888",674894861372399616,"http://ria.ru/world/20151210/1339531463.html",2198,35,81,0,1141
"2015-12-10 13:14:08",1,"RutrAGaz",674894861691146240,"http://ria.ru/world/20151210/1339372347.html",2314,917,1802,9,20701
"2015-12-10 13:14:09",1,"kartavcevviach",674894865671577600,"http://www.vedomosti.ru/politics/video/2015/12/08/620091-mi-ne-malchiki-s-belimi-lentochkami-mi-dalnoboischiki",1986,353,576,25,10719
"2015-12-10 13:14:11",0,"VladMogila",674894874546741248,"https://twitter.com/meduzaproject/status/674656272797466627",115,96,65,2,48
"2015-12-10 13:14:21",1,"Makyform",674894916372275200,"http://lifenews.ru/news/174419",55,70,34,2,16428
"2015-12-10 13:14:24",0,"drnnv54",674894926690312192,"http://lifenews.ru/news/174409",65,1456,703,67,74389
"2015-12-10 13:14:24",1,"yacenyukaev",674894929349517312,"https://meduza.io/news/2015/12/10/tsru-predupredilo-turtsiyu-o-vozmozhnyh-teraktah-protiv-rossiyskih-turistov",691,91,112,2,10434
"2015-12-10 13:14:26",1,"NastasiaLamina",674894937343852544,"http://lifenews.ru/news/174417",4,41,74,1,2060
"2015-12-10 13:14:29",1,"filinalla",674894950518153216,"http://lifenews.ru/news/174419",379,141,156,22,16892
"2015-12-10 13:14:31",1,"Krll95",674894956058845184,"http://www.forbes.ru/forbeslife-photogallery/dosug/307825-15-del-kotorye-nuzhno-uspet-sdelat-do-kontsa-2015-goda/photo/1",145,84,168,11,6082
"2015-12-10 13:14:33",1,"CHAKALOLO",674894965118533633,"https://meduza.io/news/2015/07/14/konstitutsionnyy-sud-rf-priznal-neobyazatelnym-ispolnenie-resheniy-espch",30,7,31,0,839
